id,severity,registry,repository,tag,labels,first_seen_at,remediated_at
CVE-2018-20657,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2018-12700,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-29469,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-46848,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-41072,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-23852,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-33929,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-48234,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-36227,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-40528,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-3997,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-0512,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-2068,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-4019,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-33938,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2024-2236,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-2795,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-3984,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-20266,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-35937,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2019-18218,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2019-1010022,critical,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-47010,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-52425,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2020-35448,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2019-5827,high,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2020-35512,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2019-20838,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-0465,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-0361,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-35252,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-1621,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-32611,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-3541,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2019-9674,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-3580,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-4911,high,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-2602,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2024-22365,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-42010,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2020-19187,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2019-12972,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-32256,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2020-13435,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-4166,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2018-18701,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-22822,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-22745,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-23840,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-7008,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-2210,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-2819,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-3974,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-22924,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-27218,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-22826,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-25215,high,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-2650,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-25220,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-38178,high,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-1170,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-25588,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-23218,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2019-9937,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-48560,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-39804,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2016-3709,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-28861,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-22827,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-3778,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-5441,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-0261,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-25584,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2019-17594,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-36222,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-2603,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-35942,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-1175,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-32665,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-0351,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2018-12698,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-5981,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2018-1000880,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-36087,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-40897,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
GHSA-r9hx-vwmv-q579,high,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2018-12697,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-25315,high,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2018-12699,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-24407,high,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-0318,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2020-21674,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2020-16598,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-48236,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-2284,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-48235,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-0286,high,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-4641,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-3927,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-1579,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2024-25260,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-4408,high,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-4415,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-31566,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2023-4813,medium,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-47007,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-4292,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2021-4209,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2020-19189,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
CVE-2022-3296,low,docker.io,centos,latest,docker-official,1711138341.9373162,1711141278.2424324
